DateFormatted,Globalstraling,Solskinstid,Lufttemperatur,Vindretning,Vindstyrke,Lufttrykk,Vindkast,Relativ luftfuktighet,Trafikkmengde_Totalt_i_retning_Danmarksplass,Trafikkmengde_Totalt_i_retning_Florida
2023-01-01 00:00:00,-2.8666666666666667,0.0,0.7166666666666667,1702.3316666666667,1.2833333333333334,994.8333333333334,2.7000000000000006,74.66666666666667,,
2023-01-01 01:00:00,-2.716666666666667,0.0,0.5833333333333334,54.666666666666664,1.2833333333333334,995.0333333333333,3.1,68.0,,
2023-01-01 02:00:00,-2.3333333333333335,0.0,-0.20000000000000004,38.666666666666664,0.7333333333333334,995.4,2.0500000000000003,71.33333333333333,,
2023-01-01 03:00:00,-1.6666666666666667,0.0,-1.3166666666666667,135.0,0.9500000000000001,995.6666666666666,2.25,80.0,,
2023-01-01 04:00:00,-2.1333333333333333,0.0,0.8333333333333334,64.33333333333333,3.266666666666667,995.5666666666666,5.5,58.166666666666664,,
2023-01-01 05:00:00,-3.033333333333333,0.0,0.7833333333333333,114.66666666666667,2.1666666666666665,995.5500000000001,4.75,52.0,,
2023-01-01 06:00:00,-2.8833333333333333,0.0,0.39999999999999997,76.66666666666667,1.5166666666666666,995.3833333333333,3.85,51.5,,
2023-01-01 07:00:00,-2.5166666666666666,0.0,-1.8666666666666665,141.0,1.55,995.3333333333334,3.0500000000000003,69.16666666666667,,
2023-01-01 08:00:00,-0.3166666666666667,0.0,-2.566666666666667,144.0,1.3833333333333335,995.4,2.4,76.33333333333333,,
2023-01-01 09:00:00,13.5,0.0,-3.1166666666666667,137.66666666666666,1.7166666666666668,995.5666666666666,2.6,78.5,,
2023-01-01 10:00:00,84.63333333333334,0.0,-2.5166666666666666,138.33333333333334,1.6833333333333333,995.9333333333334,2.65,76.0,,
2023-01-01 11:00:00,87.39999999999999,0.0,-2.1333333333333333,160.66666666666666,1.1833333333333333,996.35,1.9000000000000001,71.66666666666667,,
2023-01-01 12:00:00,20.849999999999998,0.0,-2.4,151.16666666666666,0.7166666666666667,996.7000000000002,1.0999999999999999,74.0,,
2023-01-01 13:00:00,19.166666666666668,0.0,-2.4166666666666665,148.0,0.7833333333333333,996.8000000000001,1.2,76.33333333333333,,
2023-01-01 14:00:00,8.049999999999999,0.0,-2.6833333333333336,149.5,0.06666666666666667,997.35,0.5,76.16666666666667,,
2023-01-01 15:00:00,-0.20000000000000004,0.0,-2.3833333333333333,135.33333333333334,0.7999999999999999,998.0833333333334,1.3499999999999999,78.33333333333333,,
2023-01-01 16:00:00,-0.5833333333333334,0.0,-2.433333333333333,140.83333333333334,0.6333333333333333,998.5833333333334,1.25,76.83333333333333,,
